BAIRRO,VALOR,AREA,QUARTOS
CRUZEIRO,660000.0,55.0,2.0
VICENTE PIRES,1750000.0,500.0,4.0
AGUAS CLARAS,1049000.0,103.0,3.0
ASA NORTE,575000.0,55.0,2.0
ASA NORTE,2195000.0,167.0,4.0
AGUAS CLARAS,630000.0,88.0,3.0
SOBRADINHO,1200000.0,260.0,5.0
NOROESTE,479520.0,30.0,1.0
JARDIM BOTANICO,1100000.0,295.0,4.0
AGUAS CLARAS,1200000.0,118.0,3.0
GUARA,595000.0,92.0,3.0
JARDIM BOTANICO,795000.0,145.0,3.0
AGUAS CLARAS,975000.0,104.0,3.0
SOBRADINHO,599000.0,250.0,8.0
ARNIQUEIRA,2150000.0,800.0,3.0
SAMAMBAIA,280000.0,120.0,3.0
ASA NORTE,3500000.0,245.0,4.0
TAGUATINGA,580000.0,190.0,3.0
AGUAS CLARAS,620000.0,84.0,2.0
JARDIM BOTANICO,2600000.0,405.0,4.0
AGUAS CLARAS,308000.0,38.0,1.0
PARK SUL,2300000.0,140.0,3.0
ASA NORTE,2180000.0,202.0,2.0
AGUAS CLARAS,345000.0,37.0,1.0
AGUAS CLARAS,1126368.0,91.0,3.0
ASA NORTE,435000.0,28.0,1.0
JARDIM BOTANICO,2580000.0,240.0,3.0
LAGO NORTE,495000.0,40.0,1.0
NOROESTE,2150000.0,174.0,2.0
CEILANDIA,290000.0,64.0,2.0
GAMA,500000.0,180.0,3.0
NOROESTE,2450000.0,200.0,2.0
LAGO SUL,5100000.0,600.0,3.0
LAGO NORTE,360000.0,34.0,1.0
AGUAS CLARAS,785000.0,95.0,3.0
CRUZEIRO,649000.0,65.0,3.0
,230000.0,100.0,2.0
ASA NORTE,1150000.0,75.0,2.0
JARDIM BOTANICO,1400000.0,420.0,4.0
SOBRADINHO,770000.0,280.0,4.0
ARNIQUEIRA,129000.0,44.0,1.0
AGUAS CLARAS,595000.0,70.0,3.0
GUARA,525000.0,63.0,2.0
JARDIM BOTANICO,1280000.0,280.0,4.0
AGUAS CLARAS,1499000.0,120.0,3.0
PARK WAY,1480000.0,387.0,4.0
JARDIM BOTANICO,740000.0,216.0,2.0
CEILANDIA,699000.0,150.0,4.0
ASA NORTE,1100000.0,116.0,3.0
,1050000.0,68.0,2.0
JARDIM BOTANICO,1750000.0,258.0,4.0
SUDOESTE,1950000.0,146.0,4.0
VICENTE PIRES,1920000.0,312.0,3.0
AGUAS CLARAS,835000.0,83.0,3.0
AGUAS CLARAS,650000.0,64.0,2.0
NOROESTE,1700000.0,110.0,3.0
GUARA,315000.0,47.0,2.0
CEILANDIA,225000.0,365.0,1.0
ASA NORTE,429000.0,36.0,1.0
NOROESTE,1270000.0,71.0,2.0
SOBRADINHO,560000.0,120.0,3.0
ASA NORTE,700000.0,52.0,1.0
GUARA,1870000.0,105.0,3.0
GUARA,1690000.0,124.0,4.0
GUARA,780000.0,73.0,3.0
TAGUATINGA,860000.0,280.0,3.0
AGUAS CLARAS,750000.0,200.0,4.0
PARK WAY,5500000.0,1500.0,5.0
SOBRADINHO,560400.0,63.0,2.0
AGUAS CLARAS,1250000.0,156.0,3.0
GUARA,1100000.0,420.0,6.0
CEILANDIA,315000.0,45.0,2.0
JARDIM BOTANICO,1000000.0,2.0,1.0
ASA NORTE,1760000.0,123.0,3.0
ARNIQUEIRA,1200000.0,260.0,4.0
AGUAS CLARAS,610000.0,72.0,2.0
SOBRADINHO,830000.0,220.0,3.0
AGUAS CLARAS,980000.0,127.0,3.0
ARNIQUEIRA,600000.0,140.0,3.0
ASA NORTE,2420000.0,172.0,4.0
GUARA,825000.0,200.0,3.0
LAGO NORTE,1380000.0,2500.0,4.0
AGUAS CLARAS,490000.0,52.0,2.0
PARK SUL,690000.0,51.0,1.0
AGUAS CLARAS,520000.0,70.0,3.0
GUARA,760000.0,74.0,3.0
SUDOESTE,1150000.0,92.0,1.0
NOROESTE,1340000.0,84.0,2.0
JARDIM BOTANICO,1680000.0,328.0,4.0
LAGO SUL,3900000.0,550.0,4.0
NOROESTE,4675132.0,302.0,4.0
ASA SUL,770000.0,48.0,1.0
TAGUATINGA,575000.0,69.0,3.0
CEILANDIA,175000.0,36.0,1.0
ASA NORTE,580000.0,30.0,1.0
AGUAS CLARAS,1180000.0,122.0,3.0
ASA NORTE,599000.0,101.0,3.0
PARK WAY,890000.0,500.0,3.0
RIACHO FUNDO,400000.0,110.0,2.0
AGUAS CLARAS,775000.0,92.0,3.0
JARDIM BOTANICO,2000000.0,300.0,3.0
ASA NORTE,195000.0,42.0,2.0
SOBRADINHO,1980000.0,0.0,1.0
SOBRADINHO,1370000.0,480.0,5.0
AGUAS CLARAS,650000.0,74.0,3.0
JARDIM BOTANICO,3700000.0,525.0,5.0
LAGO NORTE,895000.0,72.0,1.0
SOBRADINHO,550000.0,130.0,3.0
SAO SEBASTIAO,350000.0,400.0,3.0
AGUAS CLARAS,359000.0,44.0,1.0
ASA SUL,900000.0,48.0,1.0
JARDIM BOTANICO,1600000.0,380.0,5.0
ASA SUL,1400000.0,173.0,6.0
AGUAS CLARAS,1185000.0,140.0,3.0
AGUAS CLARAS,700000.0,88.0,3.0
LAGO NORTE,1250000.0,120.0,2.0
GUARA,350000.0,56.0,2.0
AGUAS CLARAS,970000.0,104.0,3.0
ASA SUL,2400000.0,450.0,6.0
PARK WAY,2875000.0,480.0,4.0
JARDIM BOTANICO,990000.0,280.0,3.0
AGUAS CLARAS,430000.0,56.0,2.0
AGUAS CLARAS,749000.0,110.0,3.0
PARK WAY,5443000.0,807.0,5.0
JARDIM BOTANICO,920000.0,200.0,3.0
AGUAS CLARAS,3340000.0,319.0,4.0
LAGO SUL,15900000.0,2150.0,5.0
JARDIM BOTANICO,3999000.0,410.0,4.0
AGUAS CLARAS,1390000.0,111.0,3.0
AGUAS CLARAS,655000.0,60.0,2.0
JARDIM BOTANICO,1290000.0,250.0,3.0
ASA NORTE,1200000.0,82.0,3.0
VICENTE PIRES,1550000.0,211.0,3.0
AGUAS CLARAS,469999.0,45.0,1.0
ARNIQUEIRA,560000.0,400.0,3.0
GUARA,930000.0,240.0,3.0
AGUAS CLARAS,385000.0,35.0,1.0
AGUAS CLARAS,550000.0,68.0,2.0
RIACHO FUNDO,160000.0,30.0,2.0
VICENTE PIRES,1100000.0,200.0,3.0
NOROESTE,635000.0,45.0,1.0
GAMA,1980000.0,400.0,3.0
TAGUATINGA,550000.0,160.0,3.0
GUARA,360000.0,50.0,2.0
JARDIM BOTANICO,1790000.0,335.0,4.0
PARK WAY,3750000.0,700.0,7.0
SAMAMBAIA,600000.0,110.0,3.0
CEILANDIA,335000.0,150.0,3.0
PARK SUL,1420000.0,76.0,3.0
ASA NORTE,1070000.0,89.0,3.0
JARDIM BOTANICO,695000.0,167.0,4.0
ASA SUL,1250000.0,148.0,3.0
AGUAS CLARAS,480000.0,64.0,3.0
PARK WAY,2070000.0,530.0,4.0
,280000.0,38.0,1.0
JARDIM BOTANICO,2200000.0,600.0,4.0
ASA SUL,1650000.0,155.0,4.0
AGUAS CLARAS,1050000.0,124.0,3.0
JARDIM BOTANICO,1200000.0,213.0,3.0
VICENTE PIRES,1800000.0,400.0,3.0
,145000.0,62.0,2.0
ASA NORTE,540000.0,50.0,2.0
AGUAS CLARAS,1460000.0,147.0,3.0
AGUAS CLARAS,1480000.0,144.0,3.0
AGUAS CLARAS,335000.0,33.0,1.0
PARK SUL,2990000.0,202.0,4.0
ASA SUL,525000.0,30.0,1.0
VICENTE PIRES,1900000.0,600.0,5.0
VICENTE PIRES,1800000.0,300.0,4.0
NOROESTE,1099000.0,67.0,2.0
AGUAS CLARAS,2080000.0,163.0,4.0
SOBRADINHO,1300000.0,222.0,2.0
NOROESTE,1790000.0,117.0,3.0
ASA NORTE,550000.0,64.0,1.0
ARNIQUEIRA,850000.0,200.0,3.0
SUDOESTE,390000.0,27.0,1.0
PARK WAY,2485000.0,403.0,4.0
SANTA MARIA,251000.0,43.0,2.0
AGUAS CLARAS,1040000.0,112.0,3.0
SUDOESTE,3700000.0,293.0,5.0
CEILANDIA,399999.0,80.0,3.0
ASA NORTE,215000.0,24.0,1.0
JARDIM BOTANICO,1360000.0,444.0,5.0
RIACHO FUNDO,690000.0,217.0,4.0
AGUAS CLARAS,699000.0,82.0,3.0
LAGO NORTE,9800000.0,662.0,6.0
GAMA,600000.0,275.0,10.0
ASA SUL,1500000.0,125.0,3.0
CEILANDIA,399000.0,135.0,3.0
TAGUATINGA,2400000.0,621.0,4.0
VICENTE PIRES,990000.0,200.0,4.0
JARDIM BOTANICO,1350000.0,303.0,4.0
TAGUATINGA,829000.0,500.0,6.0
JARDIM BOTANICO,880000.0,230.0,3.0
LAGO SUL,3800000.0,640.0,5.0
ASA NORTE,380000.0,28.0,1.0
SAMAMBAIA,300000.0,65.0,3.0
LAGO SUL,27500000.0,1046.0,5.0
JARDIM BOTANICO,1350000.0,350.0,5.0
SAMAMBAIA,1500000.0,360.0,2.0
SOBRADINHO,770000.0,337.0,6.0
,740000.0,125.0,4.0
GUARA,639900.0,60.0,2.0
TAGUATINGA,1690000.0,420.0,5.0
SAMAMBAIA,325000.0,110.0,3.0
SANTA MARIA,350000.0,100.0,3.0
NOROESTE,1200000.0,78.0,2.0
SUDOESTE,2499000.0,203.0,4.0
TAGUATINGA,2050000.0,360.0,4.0
AGUAS CLARAS,170000.0,34.0,1.0
NOROESTE,3220000.0,165.0,3.0
ASA SUL,860000.0,86.0,3.0
AGUAS CLARAS,315000.0,50.0,2.0
SUDOESTE,1950000.0,146.0,4.0
VICENTE PIRES,2100000.0,450.0,4.0
AGUAS CLARAS,573000.0,93.0,3.0
VICENTE PIRES,435000.0,105.0,3.0
SOBRADINHO,690000.0,200.0,4.0
OCTOGONAL,1590000.0,124.0,4.0
GUARA,1650000.0,280.0,4.0
AGUAS CLARAS,499000.0,58.0,2.0
VICENTE PIRES,1400000.0,360.0,4.0
JARDIM BOTANICO,2200000.0,315.0,3.0
ASA SUL,1890000.0,157.0,3.0
SUDOESTE,340000.0,32.0,1.0
ASA SUL,620000.0,54.0,2.0
GUARA,1600000.0,124.0,4.0
ASA NORTE,1200000.0,90.0,3.0
AGUAS CLARAS,640000.0,95.0,3.0
ASA SUL,1900000.0,190.0,6.0
SOBRADINHO,699000.0,350.0,5.0
AGUAS CLARAS,320000.0,31.0,1.0
AGUAS CLARAS,1580000.0,158.0,4.0
ARNIQUEIRA,1280000.0,212.0,3.0
,580000.0,140.0,3.0
SAMAMBAIA,220000.0,60.0,2.0
LAGO NORTE,2050000.0,430.0,4.0
SOBRADINHO,939000.0,298.0,3.0
VICENTE PIRES,1350000.0,350.0,4.0
PARK WAY,3490000.0,2500.0,6.0
TAGUATINGA,550000.0,200.0,3.0
TAGUATINGA,365000.0,55.0,2.0
LAGO NORTE,2500000.0,450.0,4.0
LAGO NORTE,3000000.0,600.0,4.0
SUDOESTE,459000.0,24.0,1.0
AGUAS CLARAS,445000.0,46.0,1.0
SAMAMBAIA,548000.0,113.0,5.0
ASA SUL,670000.0,93.0,2.0
GUARA,410000.0,62.0,2.0
TAGUATINGA,250000.0,110.0,1.0
LAGO SUL,6980000.0,650.0,4.0
SAMAMBAIA,440000.0,150.0,3.0
ASA NORTE,500000.0,79.0,2.0
NOROESTE,6308596.0,401.0,4.0
AGUAS CLARAS,835000.0,92.0,3.0
AGUAS CLARAS,735000.0,97.0,3.0
PARK WAY,4390000.0,607.0,3.0
ARNIQUEIRA,949000.0,150.0,4.0
AGUAS CLARAS,580000.0,60.0,2.0
AGUAS CLARAS,455000.0,62.0,2.0
SAMAMBAIA,175000.0,47.0,2.0
GAMA,850000.0,275.0,4.0
TAGUATINGA,1230000.0,280.0,4.0
AGUAS CLARAS,2299000.0,245.0,4.0
AGUAS CLARAS,980004.0,127.0,4.0
LAGO NORTE,470000.0,40.0,1.0
ASA NORTE,380000.0,44.0,1.0
AGUAS CLARAS,1075000.0,114.0,2.0
AGUAS CLARAS,1950000.0,155.0,3.0
GUARA,1424000.0,124.0,4.0
CEILANDIA,429000.0,144.0,3.0
NOROESTE,2045000.0,170.0,2.0
AGUAS CLARAS,1250000.0,170.0,3.0
JARDIM BOTANICO,3500000.0,782.0,5.0
ASA SUL,585000.0,42.0,1.0
SUDOESTE,3550000.0,312.0,4.0
JARDIM BOTANICO,650000.0,120.0,2.0
SAMAMBAIA,230000.0,52.0,2.0
LAGO SUL,3380000.0,498.0,3.0
ARNIQUEIRA,480000.0,96.0,2.0
JARDIM BOTANICO,915000.0,320.0,4.0
PARK WAY,2600000.0,2750.0,4.0
AGUAS CLARAS,335000.0,33.0,1.0
NOROESTE,1760000.0,110.0,3.0
NOROESTE,1549000.0,105.0,3.0
LAGO NORTE,3070000.0,953.0,4.0
SOBRADINHO,215000.0,69.0,2.0
VICENTE PIRES,1150000.0,300.0,4.0
ASA NORTE,780000.0,78.0,3.0
ASA NORTE,480000.0,32.0,1.0
GUARA,700000.0,98.0,3.0
ASA NORTE,3000000.0,246.0,4.0
TAGUATINGA,160000.0,55.0,2.0
AGUAS CLARAS,1150000.0,103.0,3.0
LAGO NORTE,2590000.0,607.0,6.0
ASA NORTE,360000.0,25.0,1.0
GUARA,1199000.0,320.0,6.0
SOBRADINHO,1890000.0,250.0,4.0
AGUAS CLARAS,1299000.0,139.0,3.0
AGUAS CLARAS,750000.0,95.0,3.0
CEILANDIA,295000.0,135.0,3.0
AGUAS CLARAS,1450000.0,163.0,3.0
ASA SUL,1750000.0,140.0,3.0
GAMA,290000.0,47.0,2.0
PARK WAY,3600000.0,700.0,5.0
SUDOESTE,995000.0,65.0,2.0
TAGUATINGA,850000.0,300.0,5.0
AGUAS CLARAS,990000.0,165.0,4.0
GUARA,400000.0,48.0,2.0
ASA SUL,390000.0,64.0,2.0
AGUAS CLARAS,850000.0,100.0,4.0
PARK WAY,4600000.0,750.0,4.0
LAGO NORTE,1200000.0,280.0,4.0
VICENTE PIRES,1430000.0,800.0,3.0
LAGO NORTE,900000.0,70.0,1.0
OCTOGONAL,2399000.0,164.0,4.0
JARDIM BOTANICO,1290000.0,168.0,3.0
LAGO NORTE,2590000.0,500.0,4.0
JARDIM BOTANICO,460000.0,55.0,2.0
SUDOESTE,1850000.0,145.0,3.0
PARK SUL,450000.0,30.0,1.0
AGUAS CLARAS,335000.0,37.0,1.0
GUARA,200000.0,46.0,2.0
AGUAS CLARAS,750000.0,0.0,2.0
GUARA,1200000.0,230.0,2.0
SOBRADINHO,1780000.0,504.0,4.0
SAMAMBAIA,140000.0,28.0,1.0
JARDIM BOTANICO,1490000.0,370.0,4.0
SOBRADINHO,850000.0,90.0,3.0
NOROESTE,1460000.0,85.0,2.0
AGUAS CLARAS,950000.0,141.0,2.0
GAMA,689900.0,151.0,4.0
JARDINS MANGUEIRAL,610000.0,68.0,3.0
AGUAS CLARAS,1480000.0,167.0,3.0
TAGUATINGA,140000.0,40.0,1.0
GUARA,749000.0,70.0,2.0
TAGUATINGA,460000.0,59.0,2.0
AGUAS CLARAS,800000.0,98.0,3.0
JARDIM BOTANICO,2970000.0,400.0,4.0
LAGO NORTE,3150000.0,425.0,4.0
SAMAMBAIA,790000.0,93.0,3.0
LAGO NORTE,2549000.0,800.0,3.0
LAGO NORTE,4300000.0,504.0,6.0
SOBRADINHO,1780000.0,400.0,5.0
LAGO NORTE,1800000.0,776.0,4.0
NOROESTE,3435000.0,200.0,4.0
AGUAS CLARAS,418000.0,34.0,1.0
AGUAS CLARAS,799000.0,93.0,3.0
TAGUATINGA,550000.0,219.0,3.0
ASA NORTE,726000.0,33.0,1.0
ASA NORTE,740000.0,79.0,3.0
GUARA,1100000.0,234.0,4.0
JARDIM BOTANICO,1180000.0,200.0,4.0
LAGO SUL,10500000.0,1087.0,1.0
JARDIM BOTANICO,1130000.0,318.0,4.0
AGUAS CLARAS,707000.0,78.0,3.0
SUDOESTE,397000.0,29.0,1.0
JARDIM BOTANICO,660000.0,180.0,3.0
AGUAS CLARAS,980000.0,800.0,3.0
ASA SUL,785000.0,43.0,1.0
JARDIM BOTANICO,1400000.0,290.0,3.0
LAGO SUL,4400000.0,800.0,6.0
ASA NORTE,1250000.0,136.0,3.0
ARNIQUEIRA,2300000.0,400.0,4.0
GAMA,475000.0,60.0,2.0
SAMAMBAIA,810000.0,367.0,4.0
VICENTE PIRES,1390000.0,40.0,4.0
SAMAMBAIA,280000.0,48.0,2.0
GAMA,1499000.0,400.0,3.0
AGUAS CLARAS,450000.0,56.0,2.0
NUCLEO BANDEIRANTE,680000.0,120.0,2.0
,330000.0,40.0,1.0
NOROESTE,1180000.0,83.0,2.0
AGUAS CLARAS,1650000.0,162.0,4.0
NOROESTE,1296000.0,74.0,2.0
GUARA,332000.0,55.0,2.0
PARK WAY,6900000.0,681.0,5.0
ASA NORTE,3900000.0,221.0,4.0
ASA NORTE,770000.0,78.0,3.0
GUARA,1300000.0,480.0,6.0
SAMAMBAIA,155000.0,31.0,1.0
AGUAS CLARAS,700000.0,81.0,3.0
JARDIM BOTANICO,1790000.0,391.0,5.0
LAGO NORTE,2950000.0,516.0,4.0
SOBRADINHO,730000.0,182.0,3.0
SUDOESTE,2600000.0,188.0,4.0
AGUAS CLARAS,650000.0,64.0,2.0
NOROESTE,2950000.0,166.0,3.0
AGUAS CLARAS,1300000.0,144.0,3.0
NOROESTE,4345031.0,246.0,4.0
SOBRADINHO,350000.0,120.0,3.0
JARDIM BOTANICO,1550000.0,250.0,3.0
PARK WAY,2980000.0,770.0,5.0
AGUAS CLARAS,1495000.0,133.0,3.0
,302680.0,36.0,3.0
ASA NORTE,775000.0,68.0,2.0
AGUAS CLARAS,330000.0,98.0,2.0
NOROESTE,575000.0,33.0,1.0
PARK WAY,3550000.0,2500.0,1.0
JARDIM BOTANICO,1499000.0,300.0,4.0
ASA SUL,1780000.0,127.0,3.0
GUARA,469000.0,64.0,3.0
,1250000.0,198.0,3.0
SAMAMBAIA,355000.0,53.0,2.0
AGUAS CLARAS,570000.0,50.0,2.0
ASA SUL,1100000.0,80.0,3.0
ASA SUL,1410000.0,115.0,3.0
VICENTE PIRES,990000.0,250.0,4.0
JARDIM BOTANICO,1500000.0,300.0,3.0
AGUAS CLARAS,2300000.0,202.0,4.0
AGUAS CLARAS,495000.0,54.0,2.0
OCTOGONAL,1040000.0,64.0,2.0
SAMAMBAIA,320000.0,145.0,4.0
ASA NORTE,39000.0,12.0,1.0
LAGO SUL,1390000.0,340.0,4.0
AGUAS CLARAS,550000.0,60.0,2.0
GUARA,560000.0,90.0,2.0
ASA SUL,1350000.0,107.0,3.0
AGUAS CLARAS,618000.0,63.0,2.0
AGUAS CLARAS,1250000.0,112.0,3.0
PARK WAY,2780000.0,660.0,8.0
SOBRADINHO,695000.0,150.0,4.0
AGUAS CLARAS,1006911.0,101.0,3.0
JARDIM BOTANICO,1490000.0,210.0,3.0
NOROESTE,2030000.0,113.0,3.0
NOROESTE,890000.0,62.0,2.0
ASA NORTE,1200000.0,79.0,2.0
JARDIM BOTANICO,920000.0,220.0,3.0
AGUAS CLARAS,499000.0,53.0,2.0
ARNIQUEIRA,1680000.0,440.0,5.0
ARNIQUEIRA,639900.0,455.0,2.0
AGUAS CLARAS,369000.0,37.0,1.0
SAMAMBAIA,270000.0,100.0,2.0
AGUAS CLARAS,395000.0,56.0,2.0
GAMA,410000.0,70.0,3.0
AGUAS CLARAS,1340000.0,170.0,4.0
JARDIM BOTANICO,1100000.0,380.0,3.0
JARDIM BOTANICO,1990000.0,500.0,4.0
SUDOESTE,820000.0,59.0,2.0
AGUAS CLARAS,1550000.0,162.0,4.0
ASA NORTE,1720000.0,144.0,3.0
LAGO NORTE,2950000.0,689.0,4.0
ASA NORTE,1450000.0,127.0,3.0
SOBRADINHO,2900000.0,150.0,3.0
AGUAS CLARAS,580000.0,56.0,2.0
AGUAS CLARAS,720000.0,97.0,3.0
TAGUATINGA,980000.0,400.0,4.0
TAGUATINGA,229000.0,53.0,2.0
TAGUATINGA,970000.0,400.0,5.0
AGUAS CLARAS,1100000.0,109.0,4.0
SIA,15000000.0,2380.0,8.0
RIACHO FUNDO,375000.0,77.0,3.0
ASA SUL,920000.0,52.0,1.0
AGUAS CLARAS,600000.0,81.0,3.0
VICENTE PIRES,1450000.0,800.0,3.0
GUARA,750000.0,90.0,3.0
CEILANDIA,270000.0,125.0,2.0
GUARA,320000.0,41.0,2.0
GUARA,739000.0,88.0,3.0
LAGO SUL,12000000.0,1100.0,5.0
ARNIQUEIRA,1290000.0,400.0,6.0
CEILANDIA,265000.0,144.0,2.0
ASA NORTE,2099000.0,167.0,4.0
ARNIQUEIRA,950000.0,335.0,5.0
GUARA,977000.0,240.0,5.0
AGUAS CLARAS,2320000.0,203.0,4.0
,495000.0,33.0,1.0
LAGO SUL,6299900.0,960.0,4.0
SAMAMBAIA,415000.0,142.0,3.0
JARDIM BOTANICO,2600000.0,400.0,4.0
ASA SUL,850000.0,75.0,3.0
SUDOESTE,1790000.0,119.0,3.0
GUARA,819000.0,83.0,3.0
GAMA,1700000.0,730.0,9.0
PARK WAY,7000000.0,1700.0,6.0
VICENTE PIRES,1190000.0,250.0,4.0
LAGO NORTE,370000.0,51.0,1.0
ARNIQUEIRA,1149000.0,340.0,4.0
AGUAS CLARAS,515000.0,56.0,2.0
AGUAS CLARAS,750000.0,110.0,3.0
LAGO SUL,10000000.0,934.0,5.0
SOBRADINHO,1300000.0,200.0,4.0
SAMAMBAIA,165000.0,28.0,1.0
AGUAS CLARAS,805000.0,103.0,3.0
JARDIM BOTANICO,1450000.0,218.0,3.0
NOROESTE,6390000.0,461.0,5.0
SOBRADINHO,790000.0,358.0,3.0
ASA NORTE,330000.0,27.0,1.0
CEILANDIA,349000.0,55.0,2.0
AGUAS CLARAS,330000.0,33.0,1.0
ASA NORTE,1597000.0,117.0,3.0
VICENTE PIRES,2500000.0,360.0,5.0
AGUAS CLARAS,1450000.0,165.0,4.0
PARK SUL,448000.0,26.0,1.0
JARDIM BOTANICO,1680000.0,328.0,4.0
PARK WAY,2149900.0,240.0,3.0
JARDIM BOTANICO,1800000.0,340.0,3.0
NOROESTE,479000.0,39.0,1.0
JARDIM BOTANICO,650000.0,200.0,2.0
LAGO NORTE,1050000.0,644.0,5.0
ASA NORTE,330000.0,30.0,1.0
AGUAS CLARAS,580000.0,60.0,2.0
GAMA,1600000.0,368.0,4.0
JARDIM BOTANICO,2300000.0,762.0,6.0
AGUAS CLARAS,490000.0,72.0,3.0
SUDOESTE,698000.0,66.0,1.0
GUARA,360000.0,53.0,2.0
CRUZEIRO,560000.0,63.0,3.0
ASA NORTE,280000.0,33.0,1.0
TAGUATINGA,950000.0,400.0,5.0
AGUAS CLARAS,290000.0,29.0,1.0
VICENTE PIRES,2999900.0,850.0,5.0
NOROESTE,5500000.0,311.0,3.0
JARDIM BOTANICO,1290000.0,230.0,3.0
JARDIM BOTANICO,1200000.0,220.0,3.0
ASA NORTE,730000.0,47.0,2.0
AGUAS CLARAS,610000.0,85.0,3.0
,4245000.0,283.0,3.0
PARK WAY,2900000.0,1400.0,10.0
AGUAS CLARAS,2140000.0,190.0,4.0
VICENTE PIRES,1100000.0,459.0,8.0
ASA SUL,1100000.0,85.0,3.0
LAGO SUL,2400000.0,590.0,4.0
LAGO NORTE,6500000.0,595.0,5.0
NOROESTE,1270000.0,71.0,2.0
CANDANGOLANDIA,1300000.0,600.0,4.0
AGUAS CLARAS,410000.0,59.0,2.0
PARK WAY,2200000.0,1000.0,5.0
CRUZEIRO,549000.0,59.0,2.0
GUARA,1490000.0,150.0,5.0
ASA NORTE,450000.0,66.0,1.0
NOROESTE,5500000.0,287.0,3.0
ASA NORTE,550000.0,37.0,1.0
GUARA,325000.0,47.0,2.0
TAGUATINGA,455000.0,400.0,2.0
JARDIM BOTANICO,1130000.0,794.0,3.0
PARK WAY,2350000.0,831.0,6.0
PARK SUL,2549000.0,138.0,3.0
NOROESTE,2050000.0,126.0,3.0
AGUAS CLARAS,648000.0,70.0,2.0
ARNIQUEIRA,1550000.0,290.0,3.0
NOROESTE,4730000.0,322.0,3.0
AGUAS CLARAS,835000.0,92.0,3.0
JARDIM BOTANICO,1670000.0,470.0,4.0
JARDIM BOTANICO,1850000.0,600.0,5.0
AGUAS CLARAS,750000.0,97.0,3.0
ARNIQUEIRA,1500000.0,300.0,4.0
ASA NORTE,325000.0,40.0,1.0
CRUZEIRO,840000.0,100.0,3.0
AGUAS CLARAS,560000.0,58.0,2.0
ASA SUL,2590000.0,155.0,4.0
ASA SUL,170000.0,33.0,1.0
PARK SUL,1190000.0,69.0,2.0
AGUAS CLARAS,580000.0,60.0,2.0
,1600000.0,329.0,5.0
AGUAS CLARAS,440000.0,45.0,2.0
ASA SUL,760000.0,48.0,1.0
PARK SUL,1040000.0,64.0,2.0
ASA NORTE,340000.0,28.0,1.0
NOROESTE,7800000.0,522.0,3.0
GUARA,870000.0,180.0,4.0
JARDIM BOTANICO,2900000.0,545.0,4.0
TAGUATINGA,415000.0,64.0,3.0
TAGUATINGA,1299000.0,360.0,4.0
VICENTE PIRES,1700000.0,600.0,4.0
ASA NORTE,677573.0,37.0,1.0
SOBRADINHO,610667.0,68.0,2.0
GAMA,391815.0,53.0,2.0
JARDIM BOTANICO,3000000.0,530.0,5.0
PARK WAY,3600000.0,603.0,5.0
SAMAMBAIA,259000.0,46.0,2.0
PARK SUL,1240000.0,78.0,3.0
LAGO SUL,2489000.0,482.0,7.0
TAGUATINGA,950000.0,444.0,4.0
SUDOESTE,4890000.0,240.0,4.0
AGUAS CLARAS,249900.0,28.0,1.0
ASA SUL,200000.0,43.0,1.0
TAGUATINGA,580000.0,88.0,3.0
SOBRADINHO,1270000.0,350.0,3.0
SAMAMBAIA,255000.0,55.0,2.0
JARDIM BOTANICO,850000.0,280.0,3.0
RECANTO DAS EMAS,500000.0,150.0,6.0
SUDOESTE,2580000.0,183.0,4.0
LAGO SUL,2700000.0,530.0,4.0
ASA SUL,850000.0,90.0,3.0
TAGUATINGA,710000.0,200.0,3.0
ASA NORTE,400000.0,34.0,1.0
ASA NORTE,4300000.0,260.0,3.0
GAMA,365000.0,165.0,4.0
PARK WAY,3000000.0,202.0,3.0
JARDIM BOTANICO,1120000.0,272.0,3.0
AGUAS CLARAS,698000.0,59.0,2.0
ASA SUL,2400000.0,200.0,4.0
AGUAS CLARAS,730000.0,107.0,3.0
GAMA,480000.0,400.0,4.0
PARK WAY,1480000.0,130.0,3.0
AGUAS CLARAS,860000.0,127.0,3.0
PARK WAY,2900000.0,580.0,5.0
LAGO SUL,2490000.0,438.0,4.0
AGUAS CLARAS,440000.0,45.0,2.0
ASA SUL,569900.0,712.0,3.0
SOBRADINHO,1990000.0,504.0,4.0
PARK SUL,4100000.0,252.0,4.0
VICENTE PIRES,2190000.0,300.0,4.0
NOROESTE,420844.0,28.0,1.0
AGUAS CLARAS,675000.0,82.0,3.0
AGUAS CLARAS,590000.0,95.0,3.0
JARDIM BOTANICO,1380000.0,280.0,4.0
JARDIM BOTANICO,1600000.0,450.0,5.0
JARDIM BOTANICO,1250000.0,390.0,5.0
AGUAS CLARAS,1290000.0,141.0,3.0
SUDOESTE,475000.0,25.0,1.0
SUDOESTE,2349788.0,126.0,3.0
CRUZEIRO,540000.0,62.0,3.0
AGUAS CLARAS,380000.0,38.0,1.0
SAMAMBAIA,250000.0,50.0,2.0
SOBRADINHO,1280000.0,201.0,3.0
JARDIM BOTANICO,3100000.0,700.0,4.0
TAGUATINGA,470000.0,87.0,3.0
JARDIM BOTANICO,1820000.0,260.0,3.0
ARNIQUEIRA,1800000.0,450.0,4.0
GAMA,940000.0,220.0,3.0
LAGO SUL,7990000.0,800.0,5.0
