BAIRRO,VALOR,AREA,QUARTOS,VALOR_M2,LOG_VALOR_M2
GUARA,780000.0,180.0,3.0,4333.333333333333,8.37432309038321
JARDIM BOTANICO,970000.0,200.0,3.0,4850.0,8.486940148245216
VICENTE PIRES,580000.0,536.0,3.0,1082.089552238806,6.987572932630275
ARNIQUEIRA,1500000.0,432.0,4.0,3472.222222222222,8.152838036364288
GUARA,1790000.0,148.0,3.0,12094.594594594595,9.400596582199137
AGUAS CLARAS,2280000.0,202.0,4.0,11287.128712871287,9.33150689609621
ASA NORTE,719000.0,60.0,2.0,11983.333333333334,9.391355520234438
ARNIQUEIRA,2380000.0,330.0,4.0,7212.121212121212,8.883657037037537
SUDOESTE,695000.0,60.0,2.0,11583.333333333334,9.35740888953378
ARNIQUEIRA,725000.0,216.0,4.0,3356.4814814814813,8.118946412814491
AGUAS CLARAS,730000.0,108.0,3.0,6759.259259259259,8.81881652026302
PARK SUL,1980000.0,129.0,4.0,15348.837209302326,9.63886014770193
ASA SUL,1080000.0,125.0,3.0,8640.0,9.0642735958414
VICENTE PIRES,1500000.0,400.0,4.0,3750.0,8.229777750081887
SOBRADINHO,1299000.0,250.0,4.0,5196.0,8.555836815008442
ASA NORTE,1299000.0,113.0,3.0,11495.575221238938,9.349804463149288
ASA NORTE,1250000.0,206.0,3.0,6067.961165048544,8.710942726910874
AGUAS CLARAS,630000.0,90.0,3.0,7000.0,8.853808274977197
TAGUATINGA,850000.0,500.0,4.0,1700.0,7.438971592395862
AGUAS CLARAS,1490000.0,118.0,3.0,12627.118644067798,9.44368124495112
JARDIM BOTANICO,1149000.0,523.0,3.0,2196.940726577438,7.6952761676197134
GUARA,1290000.0,232.0,3.0,5560.3448275862065,8.623595233462618
GUARA,429000.0,71.0,3.0,6042.2535211267605,8.706697808340532
SOBRADINHO,680000.0,150.0,2.0,4533.333333333333,8.41943334696532
ARNIQUEIRA,670000.0,400.0,3.0,1675.0,7.424165281042028
GUARA,1499000.0,113.0,3.0,13265.486725663717,9.492996339120253
AGUAS CLARAS,899000.0,97.0,4.0,9268.041237113403,9.134435226793912
RIACHO FUNDO,310000.0,160.0,3.0,1937.5,7.569669757110984
GUARA,1090000.0,356.0,4.0,3061.7977528089887,8.027084075533915
JARDIM BOTANICO,1450000.0,280.0,3.0,5178.571428571428,8.552477596033713
AGUAS CLARAS,569000.0,83.0,2.0,6855.421686746988,8.83294096462116
AGUAS CLARAS,1550000.0,132.0,4.0,11742.424242424242,9.371048723973365
GUARA,1250000.0,81.0,3.0,15432.098765432098,9.644269752506617
VICENTE PIRES,850000.0,180.0,3.0,4722.222222222223,8.46024651986319
AGUAS CLARAS,970000.0,103.0,3.0,9417.47572815534,9.150428542179652
AGUAS CLARAS,949000.0,129.0,3.0,7356.589147286822,8.90348759655299
AGUAS CLARAS,855000.0,127.0,3.0,6732.283464566929,8.814818188441324
GUARA,729000.0,65.0,2.0,11215.384615384615,9.325130900357664
ASA NORTE,670000.0,66.0,1.0,10151.515151515152,9.225476751951868
AGUAS CLARAS,540000.0,60.0,2.0,9000.0,9.105090961257085
TAGUATINGA,780000.0,200.0,4.0,3900.0,8.268988209506656
SOBRADINHO,290000.0,305.0,4.0,950.8196721311475,6.858375596818818
GUARA,950000.0,400.0,3.0,2375.0,7.773173680482536
ASA NORTE,670000.0,66.0,2.0,10151.515151515152,9.225476751951868
AGUAS CLARAS,720000.0,74.0,3.0,9729.72972972973,9.183044170284573
ASA NORTE,1400000.0,141.0,2.0,9929.078014184397,9.20332361342169
AGUAS CLARAS,1795000.0,168.0,3.0,10684.52380952381,9.27664518943644
PARK WAY,1480000.0,280.0,3.0,5285.714285714285,8.57295221386622
JARDIM BOTANICO,1390000.0,650.0,4.0,2138.4615384615386,7.668309458813555
SAMAMBAIA,689000.0,153.0,3.0,4503.267973856209,8.412780664909386
SOBRADINHO,970000.0,540.0,4.0,1796.2962962962963,7.494038757051641
AGUAS CLARAS,439000.0,60.0,2.0,7316.666666666667,8.898046794755814
SOBRADINHO,1990000.0,300.0,4.0,6633.333333333333,8.80001346445111
SOBRADINHO,2900000.0,781.0,4.0,3713.1882202304737,8.219915419204323
GAMA,460000.0,71.0,3.0,6478.87323943662,8.776456227339649
NOROESTE,2290000.0,163.0,3.0,14049.079754601227,9.550383351229854
AGUAS CLARAS,1099000.0,94.0,3.0,11691.489361702128,9.366701979760169
GUARA,540000.0,142.0,3.0,3802.8169014084506,8.24376028933346
SOBRADINHO,1429000.0,350.0,4.0,4082.8571428571427,8.314797198960985
SOBRADINHO,650000.0,250.0,4.0,2600.0,7.8636512654486515
SOBRADINHO,680000.0,180.0,4.0,3777.777777777778,8.237155897116011
NOROESTE,2099900.0,174.0,2.0,12068.3908045977,9.398427840953513
SOBRADINHO,1000000.0,459.0,3.0,2178.649237472767,7.686919242595452
TAGUATINGA,1250000.0,300.0,3.0,4166.666666666667,8.33511160582689
TAGUATINGA,850000.0,184.0,3.0,4619.565217391304,8.438272318019372
ARNIQUEIRA,835000.0,200.0,3.0,4175.0,8.337109129562474
VICENTE PIRES,890000.0,400.0,3.0,2225.0,7.70796153183549
ASA NORTE,1450000.0,123.0,3.0,11788.617886178861,9.37497458301289
GUARA,1450000.0,330.0,3.0,4393.939393939394,8.388209020249315
SUDOESTE,3100000.0,172.0,4.0,18023.25581395349,9.799473674973717
JARDIM BOTANICO,695000.0,163.0,3.0,4263.803680981595,8.35815142861585
JARDIM BOTANICO,2200000.0,435.0,4.0,5057.471264367816,8.528819594967127
ASA SUL,1980000.0,310.0,4.0,6387.096774193548,8.762191658592968
ARNIQUEIRA,1290000.0,350.0,3.0,3685.714285714286,8.212490902883827
VICENTE PIRES,1080000.0,180.0,3.0,6000.0,8.699681400989514
SOBRADINHO,495000.0,87.0,2.0,5689.6551724137935,8.646580665028448
SOBRADINHO,580000.0,200.0,3.0,2900.0,7.972810784121404
SOBRADINHO,1690000.0,277.0,4.0,6101.083032490975,8.716385472606351
ARNIQUEIRA,1650000.0,300.0,3.0,5500.0,8.612685172875459
SOBRADINHO,1400000.0,500.0,4.0,2800.0,7.937731775260109
VICENTE PIRES,1399000.0,250.0,3.0,5596.0,8.62998601889136
GUARA,800000.0,200.0,3.0,4000.0,8.294299608857235
AGUAS CLARAS,780000.0,103.0,3.0,7572.815533980583,8.932452253000188
AGUAS CLARAS,695000.0,98.0,3.0,7091.836734693878,8.866840643130022
JARDIM BOTANICO,1549000.0,164.0,2.0,9445.121951219513,9.15335956072838
AGUAS CLARAS,1030000.0,118.0,3.0,8728.813559322034,9.074499292285099
SOBRADINHO,1170000.0,286.0,4.0,4090.909090909091,8.316766910526855
PARK SUL,1310000.0,79.0,3.0,16582.278481012658,9.71615014623553
AGUAS CLARAS,1100000.0,118.0,3.0,9322.033898305084,9.1402433802769
ASA NORTE,2120000.0,143.0,3.0,14825.174825174825,9.604149466943637
ASA NORTE,789000.0,65.0,2.0,12138.461538461539,9.404216709302093
VICENTE PIRES,2150000.0,340.0,3.0,6323.529411764706,8.752190909525783
AGUAS CLARAS,530000.0,70.0,3.0,7571.428571428572,8.932269110229447
NOROESTE,2632500.0,175.0,2.0,15042.857142857143,9.618725023590416
AGUAS CLARAS,498000.0,66.0,3.0,7545.454545454545,8.928833135319506
VICENTE PIRES,1750000.0,500.0,4.0,3500.0,8.160803920954665
AGUAS CLARAS,1049000.0,103.0,3.0,10184.466019417476,9.22871708307979
ASA NORTE,2195000.0,167.0,4.0,13143.712574850299,9.48377487118512
AGUAS CLARAS,630000.0,88.0,3.0,7159.090909090909,8.876277956674494
JARDIM BOTANICO,1100000.0,295.0,4.0,3728.813559322034,8.224113527292646
AGUAS CLARAS,1200000.0,118.0,3.0,10169.49152542373,9.227245818791491
GUARA,595000.0,92.0,3.0,6467.391304347826,8.77468271737474
JARDIM BOTANICO,795000.0,145.0,3.0,5482.758620689655,8.609546024521979
AGUAS CLARAS,975000.0,104.0,3.0,9375.0,9.145908511816794
ARNIQUEIRA,2150000.0,800.0,3.0,2687.5,7.896738696249733
SAMAMBAIA,280000.0,120.0,3.0,2333.3333333333335,7.7554816189874085
ASA NORTE,3500000.0,245.0,4.0,14285.714285714286,9.567085313465029
TAGUATINGA,580000.0,190.0,3.0,3052.6315789473683,8.024086842924365
AGUAS CLARAS,620000.0,84.0,2.0,7380.952380952381,8.906793432871817
JARDIM BOTANICO,2600000.0,405.0,4.0,6419.753086419753,8.767290692985174
PARK SUL,2300000.0,140.0,3.0,16428.571428571428,9.706838126002815
ASA NORTE,2180000.0,202.0,2.0,10792.079207920791,9.286660393621801
AGUAS CLARAS,1126368.0,91.0,3.0,12377.670329670329,9.423730135758683
JARDIM BOTANICO,2580000.0,240.0,3.0,10750.0,9.282754052485227
NOROESTE,2150000.0,174.0,2.0,12356.32183908046,9.4220040278472
CEILANDIA,290000.0,64.0,2.0,4531.25,8.418973783909777
GAMA,500000.0,180.0,3.0,2777.777777777778,7.929766461729666
NOROESTE,2450000.0,200.0,2.0,12250.0,9.41336284529417
AGUAS CLARAS,785000.0,95.0,3.0,8263.157894736842,9.019683116950063
ASA NORTE,1150000.0,75.0,2.0,15333.333333333334,9.637849602067865
JARDIM BOTANICO,1400000.0,420.0,4.0,3333.3333333333335,8.11202803831707
SOBRADINHO,770000.0,280.0,4.0,2750.0,7.919719760924575
AGUAS CLARAS,595000.0,70.0,3.0,8500.0,9.04793908261736
GUARA,525000.0,63.0,2.0,8333.333333333334,9.028138807982804
JARDIM BOTANICO,1280000.0,280.0,4.0,4571.428571428572,8.427799758804257
AGUAS CLARAS,1499000.0,120.0,3.0,12491.666666666666,9.432897084467502
PARK WAY,1480000.0,387.0,4.0,3824.2894056847545,8.24938940501537
JARDIM BOTANICO,740000.0,216.0,2.0,3425.925925925926,8.13941890679593
CEILANDIA,699000.0,150.0,4.0,4660.0,8.446985296372741
ASA NORTE,1100000.0,116.0,3.0,9482.758620689656,9.157335995647749
JARDIM BOTANICO,1750000.0,258.0,4.0,6782.945736434109,8.822314178682984
SUDOESTE,1950000.0,146.0,4.0,13356.164383561643,9.499808177823711
VICENTE PIRES,1920000.0,312.0,3.0,6153.846153846154,8.724995042992788
AGUAS CLARAS,835000.0,83.0,3.0,10060.240963855422,9.216445792294028
AGUAS CLARAS,650000.0,64.0,2.0,10156.25,9.22594301520359
NOROESTE,1700000.0,110.0,3.0,15454.545454545454,9.645723147023046
CEILANDIA,225000.0,365.0,1.0,616.4383561643835,6.425579235445106
NOROESTE,1270000.0,71.0,2.0,17887.323943661973,9.791903485342615
SOBRADINHO,560000.0,120.0,3.0,4666.666666666667,8.448414582687667
GUARA,1870000.0,105.0,3.0,17809.52380952381,9.787544786829528
GUARA,1690000.0,124.0,4.0,13629.032258064517,9.520030891383634
GUARA,780000.0,73.0,3.0,10684.931506849314,9.276683342881727
TAGUATINGA,860000.0,280.0,3.0,3071.4285714285716,8.030223593465669
AGUAS CLARAS,750000.0,200.0,4.0,3750.0,8.229777750081887
SOBRADINHO,560400.0,63.0,2.0,8895.238095238095,9.09338378043505
AGUAS CLARAS,1250000.0,156.0,3.0,8012.820512820513,8.988922894242075
ASA NORTE,1760000.0,123.0,3.0,14308.943089430893,9.568709895563615
ARNIQUEIRA,1200000.0,260.0,4.0,4615.384615384615,8.437367126940535
AGUAS CLARAS,610000.0,72.0,2.0,8472.222222222223,9.044666142955002
SOBRADINHO,830000.0,220.0,3.0,3772.7272727272725,8.235818458539123
AGUAS CLARAS,980000.0,127.0,3.0,7716.535433070866,8.951250347628601
ARNIQUEIRA,600000.0,140.0,3.0,4285.714285714285,8.363275817704324
ASA NORTE,2420000.0,172.0,4.0,14069.767441860466,9.551854693173917
GUARA,825000.0,200.0,3.0,4125.0,8.325063693631197
AGUAS CLARAS,520000.0,70.0,3.0,7428.571428571428,8.913223454833028
GUARA,760000.0,74.0,3.0,10270.27027027027,9.237105982739399
SUDOESTE,1150000.0,92.0,1.0,12500.0,9.433563920090563
NOROESTE,1340000.0,84.0,2.0,15952.380952380952,9.677426057686224
JARDIM BOTANICO,1680000.0,328.0,4.0,5121.951219512195,8.54148596203406
TAGUATINGA,575000.0,69.0,3.0,8333.333333333334,9.028138807982804
AGUAS CLARAS,1180000.0,122.0,3.0,9672.131147540984,9.177107336194739
ASA NORTE,599000.0,101.0,3.0,5930.693069306931,8.688064960399785
PARK WAY,890000.0,500.0,3.0,1780.0,7.484930283289661
RIACHO FUNDO,400000.0,110.0,2.0,3636.3636363636365,8.199014422492134
AGUAS CLARAS,775000.0,92.0,3.0,8423.91304347826,9.038948433918426
JARDIM BOTANICO,2000000.0,300.0,3.0,6666.666666666667,8.805025252619144
AGUAS CLARAS,650000.0,74.0,3.0,8783.783783783783,9.080776388341514
LAGO NORTE,895000.0,72.0,1.0,12430.555555555555,9.42799332193263
SOBRADINHO,550000.0,130.0,3.0,4230.7692307692305,8.350375442459951
AGUAS CLARAS,1185000.0,140.0,3.0,8464.285714285714,9.043729046423591
AGUAS CLARAS,700000.0,88.0,3.0,7954.545454545455,8.981624505931672
LAGO NORTE,1250000.0,120.0,2.0,10416.666666666666,9.251258361888732
AGUAS CLARAS,970000.0,104.0,3.0,9326.923076923076,9.14076766208576
PARK WAY,2875000.0,480.0,4.0,5989.583333333333,8.697944070897702
JARDIM BOTANICO,990000.0,280.0,3.0,3535.714285714286,8.170953407235972
AGUAS CLARAS,749000.0,110.0,3.0,6809.090909090909,8.826160748407013
JARDIM BOTANICO,920000.0,200.0,3.0,4600.0,8.434028950155469
AGUAS CLARAS,3340000.0,319.0,4.0,10470.219435736677,9.256385766589382
AGUAS CLARAS,1390000.0,111.0,3.0,12522.522522522522,9.435363956721318
AGUAS CLARAS,655000.0,60.0,2.0,10916.666666666666,9.29813755125342
JARDIM BOTANICO,1290000.0,250.0,3.0,5160.0,8.548885638148727
ASA NORTE,1200000.0,82.0,3.0,14634.146341463415,9.591181198492693
VICENTE PIRES,1550000.0,211.0,3.0,7345.971563981043,8.902043475186906
ARNIQUEIRA,560000.0,400.0,3.0,1400.0,7.244941546337007
GUARA,930000.0,240.0,3.0,3875.0,8.262558973010657
AGUAS CLARAS,550000.0,68.0,2.0,8088.235294117647,8.998289480753838
VICENTE PIRES,1100000.0,200.0,3.0,5500.0,8.612685172875459
GAMA,1980000.0,400.0,3.0,4950.0,8.507344855361422
TAGUATINGA,550000.0,160.0,3.0,3437.5,8.14279060875989
JARDIM BOTANICO,1790000.0,335.0,4.0,5343.2835820895525,8.583782779319327
SAMAMBAIA,600000.0,110.0,3.0,5454.545454545455,8.604387884935699
CEILANDIA,335000.0,150.0,3.0,2233.3333333333335,7.711698177689848
PARK SUL,1420000.0,76.0,3.0,18684.21052631579,9.835487608985668
ASA NORTE,1070000.0,89.0,3.0,12022.47191011236,9.39461601081698
JARDIM BOTANICO,695000.0,167.0,4.0,4161.676646706587,8.333913571035476
ASA SUL,1250000.0,148.0,3.0,8445.945945945947,9.041560228505642
AGUAS CLARAS,480000.0,64.0,3.0,7500.0,8.922791623969637
PARK WAY,2070000.0,530.0,4.0,3905.6603773584907,8.270438164570427
JARDIM BOTANICO,2200000.0,600.0,4.0,3666.6666666666665,8.207310953201803
ASA SUL,1650000.0,155.0,4.0,10645.161290322581,9.272954663939428
AGUAS CLARAS,1050000.0,124.0,3.0,8467.741935483871,9.04413724479407
JARDIM BOTANICO,1200000.0,213.0,3.0,5633.802816901409,8.636717433297543
VICENTE PIRES,1800000.0,400.0,3.0,4500.0,8.412054873292933
AGUAS CLARAS,1460000.0,147.0,3.0,9931.972789115645,9.203615086768902
AGUAS CLARAS,1480000.0,144.0,3.0,10277.777777777777,9.237836638728519
PARK SUL,2990000.0,202.0,4.0,14801.980198019803,9.602583804212118
VICENTE PIRES,1800000.0,300.0,4.0,6000.0,8.699681400989514
NOROESTE,1099000.0,67.0,2.0,16402.985074626864,9.705279576649726
AGUAS CLARAS,2080000.0,163.0,4.0,12760.736196319018,9.454206613184947
SOBRADINHO,1300000.0,222.0,2.0,5855.855855855856,8.675368195210849
NOROESTE,1790000.0,117.0,3.0,15299.145299145299,9.635617604011596
ASA NORTE,550000.0,64.0,1.0,8593.75,9.058906830715623
ARNIQUEIRA,850000.0,200.0,3.0,4250.0,8.35490952835879
PARK WAY,2485000.0,403.0,4.0,6166.253101736973,8.727008815455786
AGUAS CLARAS,1040000.0,112.0,3.0,9285.714285714286,9.136340086331753
CEILANDIA,399999.0,80.0,3.0,4999.9875,8.51739067191568
RIACHO FUNDO,690000.0,217.0,4.0,3179.7235023041476,8.064863966344126
AGUAS CLARAS,699000.0,82.0,3.0,8524.390243902439,9.050804077514853
ASA SUL,1500000.0,125.0,3.0,12000.0,9.392745258631441
CEILANDIA,399000.0,135.0,3.0,2955.5555555555557,7.991780206072178
TAGUATINGA,2400000.0,621.0,4.0,3864.7342995169083,8.259906929914688
VICENTE PIRES,990000.0,200.0,4.0,4950.0,8.507344855361422
JARDIM BOTANICO,1350000.0,303.0,4.0,4455.445544554455,8.4021067641658
JARDIM BOTANICO,880000.0,230.0,3.0,3826.086956521739,8.249859207018032
SAMAMBAIA,300000.0,65.0,3.0,4615.384615384615,8.437367126940535
SAMAMBAIA,1500000.0,360.0,2.0,4166.666666666667,8.33511160582689
GUARA,639900.0,60.0,2.0,10665.0,9.274816391160547
SAMAMBAIA,325000.0,110.0,3.0,2954.5454545454545,7.991438499792734
NOROESTE,1200000.0,78.0,2.0,15384.615384615385,9.641188285956229
SUDOESTE,2499000.0,203.0,4.0,12310.344827586207,9.41827645996912
TAGUATINGA,2050000.0,360.0,4.0,5694.444444444444,8.647421914002944
ASA SUL,860000.0,86.0,3.0,10000.0,9.210440366976517
SUDOESTE,1950000.0,146.0,4.0,13356.164383561643,9.499808177823711
VICENTE PIRES,2100000.0,450.0,4.0,4666.666666666667,8.448414582687667
AGUAS CLARAS,573000.0,93.0,3.0,6161.290322580645,8.726203793038728
VICENTE PIRES,435000.0,105.0,3.0,4142.857142857143,8.329382310096344
SOBRADINHO,690000.0,200.0,4.0,3450.0,8.146419323098003
GUARA,1650000.0,280.0,4.0,5892.857142857143,8.681665925280308
VICENTE PIRES,1400000.0,360.0,4.0,3888.8888888888887,8.266135872936916
JARDIM BOTANICO,2200000.0,315.0,3.0,6984.126984126984,8.851538451071555
ASA SUL,1890000.0,157.0,3.0,12038.216560509554,9.395924647020566
GUARA,1600000.0,124.0,4.0,12903.225806451614,9.465310118602003
ASA NORTE,1200000.0,90.0,3.0,13333.333333333334,9.498097441615604
AGUAS CLARAS,640000.0,95.0,3.0,6736.8421052631575,8.815494990219559
AGUAS CLARAS,1580000.0,158.0,4.0,10000.0,9.210440366976517
ARNIQUEIRA,1280000.0,212.0,3.0,6037.735849056604,8.705949972509481
SAMAMBAIA,220000.0,60.0,2.0,3666.6666666666665,8.207310953201803
LAGO NORTE,2050000.0,430.0,4.0,4767.441860465116,8.46977487652881
SOBRADINHO,939000.0,298.0,3.0,3151.006711409396,8.055794580229753
VICENTE PIRES,1350000.0,350.0,4.0,3857.1428571428573,8.257941221588538
TAGUATINGA,550000.0,200.0,3.0,2750.0,7.919719760924575
LAGO NORTE,2500000.0,450.0,4.0,5555.555555555556,8.622733690876007
LAGO NORTE,3000000.0,600.0,4.0,5000.0,8.517393171418904
ASA SUL,670000.0,93.0,2.0,7204.301075268817,8.882572294551386
GUARA,410000.0,62.0,2.0,6612.903225806452,8.796929261715077
TAGUATINGA,250000.0,110.0,1.0,2272.7272727272725,7.729175734280353
SAMAMBAIA,440000.0,150.0,3.0,2933.3333333333335,7.984235562792796
ASA NORTE,500000.0,79.0,2.0,6329.113924050633,8.753073512456622
AGUAS CLARAS,835000.0,92.0,3.0,9076.08695652174,9.11350860035534
AGUAS CLARAS,735000.0,97.0,3.0,7577.319587628866,8.933046763773064
ARNIQUEIRA,949000.0,150.0,4.0,6326.666666666667,8.752686832122432
AGUAS CLARAS,580000.0,60.0,2.0,9666.666666666666,9.17654226322596
AGUAS CLARAS,455000.0,62.0,2.0,7338.709677419355,8.9010545673412
GAMA,850000.0,275.0,4.0,3090.909090909091,8.036544007887338
TAGUATINGA,1230000.0,280.0,4.0,4392.857142857143,8.387962740549202
AGUAS CLARAS,2299000.0,245.0,4.0,9383.673469387755,9.146833155595694
AGUAS CLARAS,980004.0,127.0,4.0,7716.566929133858,8.951254428724049
AGUAS CLARAS,1075000.0,114.0,2.0,9429.82456140351,9.151738812038499
AGUAS CLARAS,1950000.0,155.0,3.0,12580.645161290322,9.439994297641231
GUARA,1424000.0,124.0,4.0,11483.870967741936,9.348785880209581
CEILANDIA,429000.0,144.0,3.0,2979.1666666666665,7.999734506347148
NOROESTE,2045000.0,170.0,2.0,12029.411764705883,9.395193036538057
AGUAS CLARAS,1250000.0,170.0,3.0,7352.941176470588,8.90299166298106
JARDIM BOTANICO,650000.0,120.0,2.0,5416.666666666667,8.597420497435067
LAGO SUL,3380000.0,498.0,3.0,6787.14859437751,8.822933516859583
ARNIQUEIRA,480000.0,96.0,2.0,5000.0,8.517393171418904
JARDIM BOTANICO,915000.0,320.0,4.0,2859.375,7.958708014099688
NOROESTE,1760000.0,110.0,3.0,16000.0,9.680406499268875
NOROESTE,1549000.0,105.0,3.0,14752.380952380952,9.59922755261231
LAGO NORTE,3070000.0,953.0,4.0,3221.4060860440713,8.077883591190556
SOBRADINHO,215000.0,69.0,2.0,3115.942028985507,8.044607681258007
VICENTE PIRES,1150000.0,300.0,4.0,3833.3333333333335,8.251750861227901
ASA NORTE,780000.0,78.0,3.0,10000.0,9.210440366976517
GUARA,700000.0,98.0,3.0,7142.857142857143,8.874008125555884
ASA NORTE,3000000.0,246.0,4.0,12195.121951219513,9.408873307338204
AGUAS CLARAS,1150000.0,103.0,3.0,11165.04854368932,9.320633073316463
SOBRADINHO,1890000.0,250.0,4.0,7560.0,8.93075873555827
AGUAS CLARAS,1299000.0,139.0,3.0,9345.323741007194,9.142738362186137
AGUAS CLARAS,750000.0,95.0,3.0,7894.736842105263,8.974078252557074
CEILANDIA,295000.0,135.0,3.0,2185.185185185185,7.6899133793228165
AGUAS CLARAS,1450000.0,163.0,3.0,8895.705521472393,9.093436321065141
ASA SUL,1750000.0,140.0,3.0,12500.0,9.433563920090563
SUDOESTE,995000.0,65.0,2.0,15307.692307692309,9.636176070744567
AGUAS CLARAS,990000.0,165.0,4.0,6000.0,8.699681400989514
ASA SUL,390000.0,64.0,2.0,6093.75,8.715183023846906
AGUAS CLARAS,850000.0,100.0,4.0,8500.0,9.04793908261736
LAGO NORTE,1200000.0,280.0,4.0,4285.714285714285,8.363275817704324
VICENTE PIRES,1430000.0,800.0,3.0,1787.5,7.4891325586990725
LAGO NORTE,900000.0,70.0,1.0,12857.142857142857,9.461732575010332
JARDIM BOTANICO,1290000.0,168.0,3.0,7678.571428571428,8.946319021013212
LAGO NORTE,2590000.0,500.0,4.0,5180.0,8.552753366814787
SUDOESTE,1850000.0,145.0,3.0,12758.620689655172,9.454040829940887
GUARA,1200000.0,230.0,2.0,5217.391304347826,8.55994445413599
SOBRADINHO,1780000.0,504.0,4.0,3531.746031746032,8.169830760186032
JARDIM BOTANICO,1490000.0,370.0,4.0,4027.027027027027,8.301031963604181
SOBRADINHO,850000.0,90.0,3.0,9444.444444444445,9.153287834884035
NOROESTE,1460000.0,85.0,2.0,17176.470588235294,9.751353954677615
AGUAS CLARAS,950000.0,141.0,2.0,6737.58865248227,8.815605783237872
GAMA,689900.0,151.0,4.0,4568.87417218543,8.427240950070562
AGUAS CLARAS,1480000.0,167.0,3.0,8862.275449101797,9.08967166479567
GUARA,749000.0,70.0,2.0,10700.0,9.278092474027002
AGUAS CLARAS,800000.0,98.0,3.0,8163.265306122449,9.00752202047698
JARDIM BOTANICO,2970000.0,400.0,4.0,7425.0,8.912742634737025
LAGO NORTE,3150000.0,425.0,4.0,7411.764705882353,8.91095875341135
SAMAMBAIA,790000.0,93.0,3.0,8494.623655913978,9.0473064458803
LAGO NORTE,2549000.0,800.0,3.0,3186.25,8.066913755018232
LAGO NORTE,1800000.0,776.0,4.0,2319.5876288659792,7.74957572089259
NOROESTE,3435000.0,200.0,4.0,17175.0,9.751268339558617
AGUAS CLARAS,799000.0,93.0,3.0,8591.397849462366,9.058633120316093
TAGUATINGA,550000.0,219.0,3.0,2511.415525114155,7.828999929956992
ASA NORTE,740000.0,79.0,3.0,9367.088607594937,9.14506436377199
GUARA,1100000.0,234.0,4.0,4700.854700854701,8.455712327060388
JARDIM BOTANICO,1180000.0,200.0,4.0,5900.0,8.682877107057168
JARDIM BOTANICO,1130000.0,318.0,4.0,3553.4591194968552,8.175958184247515
AGUAS CLARAS,707000.0,78.0,3.0,9064.102564102564,9.112187437421975
JARDIM BOTANICO,660000.0,180.0,3.0,3666.6666666666665,8.207310953201803
AGUAS CLARAS,980000.0,800.0,3.0,1225.0,7.111512116496157
JARDIM BOTANICO,1400000.0,290.0,3.0,4827.586206896552,8.48230899301099
ASA NORTE,1250000.0,136.0,3.0,9191.176470588236,9.12610801762414
ARNIQUEIRA,2300000.0,400.0,4.0,5750.0,8.657129031713755
GAMA,475000.0,60.0,2.0,7916.666666666667,8.976851828606984
SAMAMBAIA,810000.0,367.0,4.0,2207.08446866485,7.699880662401147
GAMA,1499000.0,400.0,3.0,3747.5,8.229111038943117
NOROESTE,1180000.0,83.0,2.0,14216.867469879518,9.56225472515463
AGUAS CLARAS,1650000.0,162.0,4.0,10185.185185185184,9.228787687643042
NOROESTE,1296000.0,74.0,2.0,17513.513513513513,9.770785159825547
ASA NORTE,770000.0,78.0,3.0,9871.794871794871,9.197538260711207
AGUAS CLARAS,700000.0,81.0,3.0,8641.975308641975,9.064502166944436
LAGO NORTE,2950000.0,516.0,4.0,5717.054263565891,8.651383862792787
SOBRADINHO,730000.0,182.0,3.0,4010.989010989011,8.297042410042435
SUDOESTE,2600000.0,188.0,4.0,13829.787234042553,9.534652345239994
AGUAS CLARAS,650000.0,64.0,2.0,10156.25,9.22594301520359
NOROESTE,2950000.0,166.0,3.0,17771.0843373494,9.785384209562736
AGUAS CLARAS,1300000.0,144.0,3.0,9027.777777777777,9.108172285952076
SOBRADINHO,350000.0,120.0,3.0,2916.6666666666665,7.978539489064328
JARDIM BOTANICO,1550000.0,250.0,3.0,6200.0,8.732465848349879
AGUAS CLARAS,1495000.0,133.0,3.0,11240.601503759399,9.327376595838881
ASA NORTE,775000.0,68.0,2.0,11397.058823529413,9.341198341245763
AGUAS CLARAS,330000.0,98.0,2.0,3367.3469387755104,8.122177380382288
JARDIM BOTANICO,1499000.0,300.0,4.0,4996.666666666667,8.516726415826794
ASA SUL,1780000.0,127.0,3.0,14015.748031496063,9.548008181579114
GUARA,469000.0,64.0,3.0,7328.125,8.89961141531322
ASA SUL,1100000.0,80.0,3.0,13750.0,9.528866827722945
ASA SUL,1410000.0,115.0,3.0,12260.869565217392,9.41424969094893
VICENTE PIRES,990000.0,250.0,4.0,3960.0,8.284251797621916
JARDIM BOTANICO,1500000.0,300.0,3.0,5000.0,8.517393171418904
AGUAS CLARAS,2300000.0,202.0,4.0,11386.138613861385,9.340239805728645
SAMAMBAIA,320000.0,145.0,4.0,2206.896551724138,7.6997955547252035
LAGO SUL,1390000.0,340.0,4.0,4088.235294117647,8.316113261902455
AGUAS CLARAS,550000.0,60.0,2.0,9166.666666666666,9.123438079945663
GUARA,560000.0,90.0,2.0,6222.222222222223,8.736043093753624
ASA SUL,1350000.0,107.0,3.0,12616.822429906542,9.442865572071117
AGUAS CLARAS,618000.0,63.0,2.0,9809.52380952381,9.191210946600162
AGUAS CLARAS,1250000.0,112.0,3.0,11160.714285714286,9.320244833969548
SOBRADINHO,695000.0,150.0,4.0,4633.333333333333,8.441247634501433
