BAIRRO,VALOR,AREA,QUARTOS,VALOR_M2,LOG_VALOR_M2
NOROESTE,3378000.0,184.0,4.0,18358.695652173912,9.817913087358106
ASA SUL,1350000.0,96.0,3.0,14062.5,9.551338067529612
TAGUATINGA,1250000.0,250.0,3.0,5000.0,8.517393171418904
AGUAS CLARAS,2500000.0,300.0,4.0,8333.333333333334,9.028138807982804
AGUAS CLARAS,1300000.0,187.0,3.0,6951.871657754011,8.846910041386158
SAMAMBAIA,435000.0,71.0,3.0,6126.760563380281,8.720584638101638
TAGUATINGA,670000.0,327.0,2.0,2048.929663608563,7.62556076110899
GAMA,795000.0,400.0,3.0,1987.5,7.595135864647745
ASA SUL,1650000.0,148.0,3.0,11148.648648648648,9.319163265059812
SUDOESTE,1550000.0,109.0,4.0,14220.183486238531,9.562487926774415
LAGO SUL,1600000.0,400.0,4.0,4000.0,8.294299608857235
VICENTE PIRES,335000.0,62.0,2.0,5403.225806451613,8.594936483264782
SOBRADINHO,340000.0,60.0,2.0,5666.666666666667,8.642532789389376
GUARA,1585000.0,200.0,4.0,7925.0,8.97790377375038
ASA SUL,870000.0,90.0,3.0,9666.666666666666,9.17654226322596
NOROESTE,2400000.0,146.0,3.0,16438.35616438356,9.707433505092899
VICENTE PIRES,1195000.0,400.0,3.0,2987.5,8.002526868264308
GUARA,790000.0,80.0,2.0,9875.0,9.19786285046507
NOROESTE,3400000.0,226.0,3.0,15044.247787610619,9.618817458693268
VICENTE PIRES,1190000.0,240.0,4.0,4958.333333333333,8.509026602083177
AGUAS CLARAS,550000.0,74.0,3.0,7432.4324324324325,8.913743000408601
NOROESTE,2314604.0,122.0,3.0,18972.16393442623,9.850780835232973
SOBRADINHO,795000.0,290.0,4.0,2741.3793103448274,7.91658118401416
VICENTE PIRES,650000.0,280.0,3.0,2321.4285714285716,7.750368715178911
AGUAS CLARAS,680000.0,76.0,3.0,8947.368421052632,9.099226495326631
PARK SUL,1090000.0,76.0,3.0,14342.105263157895,9.57102463625898
TAGUATINGA,750000.0,340.0,2.0,2205.8823529411766,7.699336098511108
ARNIQUEIRA,1550000.0,247.0,4.0,6275.3036437246965,8.744536494410529
SOBRADINHO,729000.0,360.0,3.0,2025.0,7.613818684808629
ARNIQUEIRA,1300000.0,220.0,3.0,5909.090909090909,8.684416492530723
AGUAS CLARAS,870000.0,98.0,3.0,8877.551020408164,9.091393649294533
AGUAS CLARAS,590000.0,73.0,2.0,8082.191780821918,8.997542095893293
ASA NORTE,2270000.0,129.0,3.0,17596.899224806202,9.775534811675085
SOBRADINHO,249000.0,160.0,2.0,1556.25,7.350676724134255
PARK WAY,2300000.0,400.0,4.0,5750.0,8.657129031713755
AGUAS CLARAS,2880000.0,283.0,4.0,10176.678445229682,9.2279522135302
AGUAS CLARAS,920000.0,126.0,3.0,7301.587301587301,8.895983989217797
AGUAS CLARAS,839000.0,110.0,4.0,7627.272727272727,8.93961671952542
GUARA,1365000.0,300.0,3.0,4550.0,8.423102268016642
NOROESTE,2200000.0,125.0,3.0,17600.0,9.77571099759397
PARK SUL,1190000.0,93.0,3.0,12795.698924731183,9.45694252014131
JARDIM BOTANICO,1690000.0,420.0,4.0,4023.809523809524,8.300232865455746
PARK SUL,1050000.0,75.0,2.0,14000.0,9.546884034617925
ASA SUL,1700000.0,160.0,3.0,10625.0,9.271059107010888
JARDIM BOTANICO,1590000.0,750.0,4.0,2120.0,7.659642954564682
AGUAS CLARAS,999000.0,101.0,3.0,9891.089108910892,9.19949063678016
AGUAS CLARAS,3257240.0,232.0,3.0,14039.827586206897,9.549724620729151
CEILANDIA,230000.0,120.0,3.0,1916.6666666666667,7.558864448195184
NOROESTE,1549000.0,87.0,2.0,17804.597701149425,9.787268164435128
JARDIM BOTANICO,2250000.0,475.0,4.0,4736.8421052631575,8.463337058976258
GUARA,1290000.0,247.0,3.0,5222.672064777328,8.560955894249505
JARDIM BOTANICO,1450000.0,437.0,3.0,3318.0778032036615,8.10744225320589
JARDIM BOTANICO,1350000.0,280.0,4.0,4821.428571428572,8.481032933146828
VICENTE PIRES,275000.0,80.0,2.0,3437.5,8.14279060875989
ASA SUL,2350000.0,191.0,4.0,12303.664921465968,9.417733731366694
JARDIM BOTANICO,1480000.0,260.0,3.0,5692.307692307692,8.647046674971282
PARK SUL,1250000.0,78.0,2.0,16025.641025641025,9.682007680642092
AGUAS CLARAS,785000.0,109.0,4.0,7201.834862385321,8.88222995839933
JARDIM BOTANICO,750000.0,200.0,4.0,3750.0,8.229777750081887
GUARA,850000.0,360.0,3.0,2361.1111111111113,7.767311036764843
AGUAS CLARAS,580000.0,64.0,2.0,9062.5,9.112010637902975
SOBRADINHO,1890000.0,260.0,3.0,7269.2307692307695,8.89154331269651
JARDIM BOTANICO,750000.0,220.0,3.0,3409.090909090909,8.134494229479655
ARNIQUEIRA,1000000.0,280.0,3.0,3571.4285714285716,8.18100091560234
JARDIM BOTANICO,1100000.0,280.0,4.0,3928.5714285714284,8.276285647662696
ASA NORTE,2620000.0,175.0,3.0,14971.42857142857,9.613965693476283
VICENTE PIRES,1490000.0,550.0,4.0,2709.090909090909,7.904737459101103
PARK SUL,1090000.0,70.0,2.0,15571.42857142857,9.653257230277426
AGUAS CLARAS,1395000.0,151.0,4.0,9238.41059602649,9.131233374292348
AGUAS CLARAS,1350000.0,137.0,3.0,9854.014598540147,9.195735700919071
VICENTE PIRES,2990000.0,560.0,4.0,5339.285714285715,8.58303443507081
ASA NORTE,1200000.0,84.0,3.0,14285.714285714286,9.567085313465029
ASA SUL,725000.0,80.0,3.0,9062.5,9.112010637902975
AGUAS CLARAS,529000.0,60.0,2.0,8816.666666666666,9.084512563736693
AGUAS CLARAS,590000.0,70.0,3.0,8428.57142857143,9.039501210862689
SOBRADINHO,595000.0,282.0,3.0,2109.9290780141846,7.654883450890858
SOBRADINHO,680000.0,208.0,3.0,3269.230769230769,8.092615833031443
PARK SUL,1270000.0,70.0,2.0,18142.85714285714,9.806087332976704
GUARA,1199000.0,340.0,4.0,3526.470588235294,8.16833634584254
ARNIQUEIRA,560000.0,170.0,3.0,3294.1176470588234,8.100197151021158
JARDIM BOTANICO,1595000.0,420.0,4.0,3797.6190476190477,8.242392871144295
PARK SUL,2250000.0,147.0,3.0,15306.122448979591,9.636073518601071
AGUAS CLARAS,1540000.0,190.0,4.0,8105.263157894737,9.000392271242433
ASA NORTE,948000.0,121.0,3.0,7834.710743801653,8.966446864626294
PARK WAY,1300000.0,300.0,3.0,4333.333333333333,8.37432309038321
NOROESTE,1250000.0,74.0,2.0,16891.891891891893,9.734648214322064
AGUAS CLARAS,550000.0,61.0,2.0,9016.393442622952,9.106910595976293
PARK WAY,1480000.0,300.0,4.0,4933.333333333333,8.503972853245383
ASA NORTE,1950000.0,181.0,4.0,10773.480662983426,9.284935715479367
SAMAMBAIA,380000.0,121.0,3.0,3140.495867768595,8.052454356473234
AGUAS CLARAS,1020000.0,135.0,3.0,7555.555555555556,8.930170751005322
JARDIM BOTANICO,1820000.0,275.0,3.0,6618.181818181818,8.797727048873217
GAMA,95000.0,400.0,4.0,237.5,5.474369310328396
AGUAS CLARAS,630000.0,60.0,2.0,10500.0,9.259225769705994
PARK WAY,1350000.0,220.0,3.0,6136.363636363636,8.722150553748193
LAGO NORTE,2690000.0,469.0,4.0,5735.607675906183,8.654623317377023
ASA NORTE,1620000.0,103.0,3.0,15728.155339805826,9.663271297204707
AGUAS CLARAS,899000.0,94.0,3.0,9563.829787234043,9.165848086340587
SOBRADINHO,1280000.0,350.0,3.0,3657.1428571428573,8.20471088153512
VICENTE PIRES,1190000.0,354.0,4.0,3361.5819209039546,8.120464386707432
NOROESTE,1200000.0,74.0,2.0,16216.216216216217,9.693828686319415
JARDIM BOTANICO,1950000.0,340.0,4.0,5735.294117647059,8.654568656705322
SAMAMBAIA,235000.0,61.0,2.0,3852.4590163934427,8.256726469737446
AGUAS CLARAS,599000.0,110.0,3.0,5445.454545454545,8.602720133844517
SAMAMBAIA,320000.0,101.0,3.0,3168.3168316831684,8.061271333135558
SOBRADINHO,1200000.0,208.0,3.0,5769.2307692307695,8.660467353369757
AGUAS CLARAS,929000.0,117.0,4.0,7940.17094017094,8.97981601694119
ASA NORTE,729900.0,70.0,2.0,10427.142857142857,9.252263474340344
SOBRADINHO,1069900.0,200.0,3.0,5349.5,8.584945293467056
AGUAS CLARAS,699000.0,90.0,3.0,7766.666666666667,8.957725097962228
SOBRADINHO,599000.0,130.0,2.0,4607.692307692308,8.435699431475387
SUDOESTE,420000.0,122.0,3.0,3442.622950819672,8.14427937953673
AGUAS CLARAS,1460000.0,167.0,4.0,8742.51497005988,9.076067558288107
GAMA,1190000.0,400.0,3.0,2975.0,7.998335395952982
SUDOESTE,860000.0,78.0,2.0,11025.641025641025,9.308069535101732
ASA NORTE,900000.0,70.0,2.0,12857.142857142857,9.461732575010332
ASA SUL,2700000.0,230.0,4.0,11739.130434782608,9.370768203608495
AGUAS CLARAS,900000.0,122.0,4.0,7377.049180327869,8.906264543941923
ASA NORTE,1400000.0,120.0,3.0,11666.666666666666,9.364576762415895
PARK SUL,3289927.0,247.0,3.0,13319.542510121457,9.497062672253074
ARNIQUEIRA,480000.0,100.0,2.0,4800.0,8.476579508530941
VICENTE PIRES,899000.0,400.0,3.0,2247.5,7.718018606210762
TAGUATINGA,285000.0,84.0,3.0,3392.8571428571427,8.129722353823208
AGUAS CLARAS,699000.0,62.0,2.0,11274.193548387097,9.330360330377609
NOROESTE,3250000.0,196.0,4.0,16581.632653061224,9.716111200949275
JARDIM BOTANICO,1500000.0,416.0,4.0,3605.769230769231,8.190567700694729
AGUAS CLARAS,1050000.0,118.0,3.0,8898.305084745763,9.093728472306156
SOBRADINHO,670000.0,170.0,3.0,3941.176470588235,8.279488253475817
AGUAS CLARAS,150000.0,62.0,2.0,2419.3548387096776,7.791669435967943
VICENTE PIRES,2600000.0,870.0,3.0,2988.5057471264367,8.002863350756455
CEILANDIA,200000.0,216.0,3.0,925.925925925926,6.831873655065573
PARK WAY,2900000.0,438.0,4.0,6621.004566210046,8.798153407658456
AGUAS CLARAS,1420000.0,143.0,3.0,9930.06993006993,9.203423498472558
PARK WAY,2500000.0,444.0,4.0,5630.630630630631,8.636154311637192
AGUAS CLARAS,649000.0,75.0,2.0,8653.333333333334,9.065815437876795
NOROESTE,2680000.0,154.0,3.0,17402.597402597403,9.76443221110906
JARDIM BOTANICO,1890000.0,250.0,3.0,7560.0,8.93075873555827
JARDIM BOTANICO,1300000.0,356.0,2.0,3651.6853932584268,8.203217900244567
JARDIM BOTANICO,750000.0,165.0,3.0,4545.454545454545,8.422102987415462
SAMAMBAIA,469900.0,68.0,3.0,6910.294117647059,8.840912181085855
AGUAS CLARAS,1100000.0,103.0,3.0,10679.611650485436,9.276185381518989
AGUAS CLARAS,550000.0,77.0,3.0,7142.857142857143,8.874008125555884
GUARA,515000.0,60.0,3.0,8583.333333333334,9.057694115491978
NOROESTE,1845000.0,129.0,3.0,14302.32558139535,9.56824734735008
JARDIM BOTANICO,1100000.0,249.0,3.0,4417.6706827309235,8.393594179323873
ASA SUL,2270000.0,196.0,4.0,11581.632653061224,9.357262070112007
LAGO NORTE,2900000.0,331.0,4.0,8761.329305135952,9.078217050997436
AGUAS CLARAS,640000.0,60.0,2.0,10666.666666666666,9.274972638719497
VICENTE PIRES,1450000.0,546.0,4.0,2655.677655677656,7.884831619498182
ASA SUL,2590000.0,170.0,4.0,15235.29411764706,9.631435631537078
AGUAS CLARAS,2389000.0,190.0,4.0,12573.684210526315,9.43944088216962
JARDIM BOTANICO,795000.0,362.0,3.0,2196.1325966850827,7.694908424084158
SOBRADINHO,510000.0,100.0,3.0,5100.0,8.537191877922927
SOBRADINHO,1380000.0,201.0,3.0,6865.671641791045,8.834434790641977
AGUAS CLARAS,379900.0,83.0,2.0,4577.108433734939,8.429041186063143
PARK SUL,2380000.0,154.0,4.0,15454.545454545454,9.645723147023046
SUDOESTE,2890000.0,190.0,3.0,15210.526315789473,9.629808729711726
JARDIM BOTANICO,850000.0,147.0,3.0,5782.312925170068,8.662731967911633
ASA SUL,1090000.0,99.0,3.0,11010.10101010101,9.306659225634407
ASA SUL,1495000.0,135.0,3.0,11074.074074074075,9.312452283294949
GUARA,1400000.0,90.0,2.0,15555.555555555555,9.65223740790327
JARDIM BOTANICO,1820000.0,260.0,3.0,7000.0,8.853808274977197
ASA NORTE,1100000.0,74.0,2.0,14864.864864864865,9.606822915028994
ARNIQUEIRA,1250000.0,280.0,3.0,4464.285714285715,8.40408848102498
TAGUATINGA,645000.0,210.0,4.0,3071.4285714285716,8.030223593465669
VICENTE PIRES,1350000.0,300.0,3.0,4500.0,8.412054873292933
ASA SUL,430000.0,90.0,2.0,4777.777777777777,8.471940097764385
GUARA,399000.0,80.0,2.0,4987.5,8.514890542353562
JARDIM BOTANICO,1649000.0,340.0,4.0,4850.0,8.486940148245216
JARDIM BOTANICO,1197000.0,350.0,3.0,3420.0,8.137688184977605
VICENTE PIRES,840000.0,400.0,3.0,2100.0,7.650168700845001
AGUAS CLARAS,830000.0,98.0,3.0,8469.387755102041,9.04433156642138
NOROESTE,1250000.0,74.0,2.0,16891.891891891893,9.734648214322064
NOROESTE,1900000.0,175.0,2.0,10857.142857142857,9.292670571234883
AGUAS CLARAS,1520000.0,133.0,3.0,11428.57142857143,9.343959260772804
ASA SUL,1430000.0,256.0,3.0,5585.9375,8.628186562713205
AGUAS CLARAS,1540000.0,170.0,4.0,9058.823529411764,9.111604920857454
LAGO NORTE,615000.0,61.0,2.0,10081.967213114754,9.21860286468851
PARK WAY,1890000.0,500.0,4.0,3780.0,8.237743803890933
AGUAS CLARAS,600000.0,73.0,3.0,8219.17808219178,9.01434715231577
AGUAS CLARAS,620000.0,92.0,3.0,6739.130434782609,8.815834556060732
SUDOESTE,3100000.0,199.0,4.0,15577.88944723618,9.653672036218952
PARK WAY,3470000.0,740.0,4.0,4689.189189189189,8.453228199473045
ASA SUL,1495000.0,110.0,3.0,13590.90909090909,9.517229974903053
SOBRADINHO,1270000.0,280.0,3.0,4535.714285714285,8.419958303405993
PARK WAY,2290000.0,650.0,4.0,3523.076923076923,8.167373815159754
ASA SUL,1185000.0,95.0,2.0,12473.684210526315,9.431456606513855
ASA SUL,2050000.0,158.0,3.0,12974.683544303798,9.470832388288372
TAGUATINGA,900000.0,350.0,3.0,2571.4285714285716,7.852605701114192
GUARA,459000.0,71.0,3.0,6464.788732394366,8.774280284134877
RIACHO FUNDO,600000.0,80.0,2.0,7500.0,8.922791623969637
JARDIM BOTANICO,780000.0,920.0,1.0,847.8260869565217,6.743854320753653
AGUAS CLARAS,790000.0,80.0,2.0,9875.0,9.19786285046507
SAMAMBAIA,380000.0,171.0,3.0,2222.222222222222,7.7067128739802735
NOROESTE,2320000.0,129.0,3.0,17984.496124031008,9.797320941183282
AGUAS CLARAS,529999.0,190.0,4.0,2789.4684210526316,7.93396475357339
ASA SUL,1330000.0,107.0,3.0,12429.906542056075,9.427941113627831
SAMAMBAIA,300000.0,125.0,3.0,2400.0,7.783640596221253
ASA SUL,1150000.0,170.0,3.0,6764.705882352941,8.819621878450928
ARNIQUEIRA,520000.0,180.0,4.0,2888.8888888888887,7.968973333616133
SAMAMBAIA,450000.0,67.0,3.0,6716.417910447762,8.812459120161575
NOROESTE,1370000.0,85.0,2.0,16117.64705882353,9.687732083184976
NOROESTE,1150000.0,84.0,2.0,13690.47619047619,9.524528742306835
SAMAMBAIA,590000.0,180.0,3.0,3277.777777777778,8.095226003208566
JARDIM BOTANICO,750000.0,380.0,2.0,1973.6842105263158,7.588163771146512
PARK SUL,1450000.0,83.0,3.0,17469.87951807229,9.768290746341243
SAMAMBAIA,269900.0,120.0,3.0,2249.1666666666665,7.718759566529191
SOBRADINHO,1450000.0,350.0,3.0,4142.857142857143,8.329382310096344
GUARA,1500000.0,360.0,3.0,4166.666666666667,8.33511160582689
NOROESTE,1280000.0,71.0,2.0,18028.169014084506,9.79974622606615
ASA NORTE,850000.0,86.0,3.0,9883.720930232557,9.198745503565586
ASA SUL,1990000.0,157.0,3.0,12675.15923566879,9.447478282712725
JARDIM BOTANICO,930000.0,240.0,3.0,3875.0,8.262558973010657
GAMA,850000.0,400.0,3.0,2125.0,7.661997558901893
JARDIM BOTANICO,1090000.0,175.0,3.0,6228.571428571428,8.737062817853682
PARK WAY,1850000.0,500.0,4.0,3700.0,8.216358332386156
VICENTE PIRES,860000.0,400.0,4.0,2150.0,7.67368812926773
AGUAS CLARAS,1062903.0,98.0,3.0,10845.948979591836,9.291639119386844
CEILANDIA,290000.0,64.0,2.0,4531.25,8.418973783909777
GUARA,894999.0,232.0,3.0,3857.7543103448274,8.258099692847123
ASA SUL,1700000.0,256.0,4.0,6640.625,8.801111941444907
JARDIM BOTANICO,1150000.0,310.0,3.0,3709.6774193548385,8.218969731751457
AGUAS CLARAS,1079000.0,143.0,4.0,7545.454545454545,8.928833135319506
NOROESTE,1850000.0,152.0,2.0,12171.052631578947,9.406897834995268
SUDOESTE,3200000.0,255.0,4.0,12549.019607843138,9.437477506936649
CEILANDIA,399000.0,250.0,2.0,1596.0,7.3758821482150125
JARDIM BOTANICO,450000.0,160.0,2.0,2812.5,7.942184538873334
JARDIM BOTANICO,1750000.0,420.0,4.0,4166.666666666667,8.33511160582689
SAMAMBAIA,395000.0,60.0,2.0,6583.333333333333,8.79244836885989
JARDIM BOTANICO,890000.0,220.0,4.0,4045.4545454545455,8.305596355820533
AGUAS CLARAS,694000.0,67.0,2.0,10358.208955223881,9.24563115722486
PARK WAY,2850000.0,650.0,4.0,4384.615384615385,8.38608523352654
JARDIM BOTANICO,1700000.0,400.0,4.0,4250.0,8.35490952835879
SAMAMBAIA,1250000.0,450.0,4.0,2777.777777777778,7.929766461729666
VICENTE PIRES,690000.0,500.0,3.0,1380.0,7.2305631534092925
ASA NORTE,1190000.0,92.0,3.0,12934.782608695652,9.467752595974707
AGUAS CLARAS,1350000.0,168.0,4.0,8035.714285714285,8.99177560771323
ASA SUL,1490000.0,231.0,3.0,6450.2164502164505,8.772023988940436
ASA NORTE,720000.0,75.0,2.0,9600.0,9.169622538697624
JARDIM BOTANICO,2200000.0,320.0,4.0,6875.0,8.83579236650274
AGUAS CLARAS,615000.0,77.0,2.0,7987.012987012987,8.98569732034973
JARDIM BOTANICO,830000.0,250.0,3.0,3320.0,8.108021221376747
ASA SUL,930000.0,70.0,2.0,13285.714285714286,9.494519889064728
NOROESTE,2450000.0,180.0,2.0,13611.111111111111,9.518715198319711
ASA SUL,950000.0,77.0,3.0,12337.662337662337,9.420492891070031
ASA SUL,1500000.0,110.0,3.0,13636.363636363636,9.520568630924599
PARK SUL,1290000.0,75.0,2.0,17200.0,9.75272280064639
ASA NORTE,1800000.0,130.0,3.0,13846.153846153846,9.535834992025134
JARDIM BOTANICO,1150000.0,590.0,4.0,1949.1525423728813,7.5756628753561195
AGUAS CLARAS,695000.0,92.0,3.0,7554.347826086957,8.93001091283793
NOROESTE,2060000.0,123.0,3.0,16747.967479674797,9.726091892348714
NOROESTE,2960000.0,192.0,4.0,15416.666666666666,9.643269317033692
AGUAS CLARAS,630000.0,82.0,2.0,7682.926829268293,8.946886001363708
GUARA,1395000.0,300.0,4.0,4650.0,8.444837529224097
SAMAMBAIA,299000.0,140.0,3.0,2135.714285714286,7.667024547604013
AGUAS CLARAS,1790000.0,172.0,4.0,10406.976744186046,9.25032778577267
SOBRADINHO,650000.0,120.0,2.0,5416.666666666667,8.597420497435067
PARK SUL,1310000.0,77.0,3.0,17012.987012987014,9.74179105022221
TAGUATINGA,310000.0,84.0,2.0,3690.4761904761904,8.213781708654823
AGUAS CLARAS,885000.0,106.0,4.0,8349.056603773584,9.030023596716964
AGUAS CLARAS,810000.0,92.0,3.0,8804.347826086956,9.083114523396747
ASA SUL,400000.0,77.0,2.0,5194.805194805195,8.555606885710688
AGUAS CLARAS,790000.0,78.0,3.0,10128.205128205129,9.22317812705693
SAMAMBAIA,440000.0,60.0,2.0,7333.333333333333,8.900321798012031
ASA SUL,360000.0,78.0,1.0,4615.384615384615,8.437367126940535
ASA SUL,2900000.0,208.0,4.0,13942.307692307691,9.542754936821263
SAMAMBAIA,290000.0,100.0,3.0,2900.0,7.972810784121404
AGUAS CLARAS,950000.0,300.0,3.0,3166.6666666666665,8.060750528543206
AGUAS CLARAS,640000.0,73.0,3.0,8767.123287671233,9.078878070182832
TAGUATINGA,1200000.0,220.0,3.0,5454.545454545455,8.604387884935699
AGUAS CLARAS,795000.0,116.0,3.0,6853.448275862069,8.832653103835677
JARDIM BOTANICO,1290000.0,225.0,3.0,5733.333333333333,8.65422677752893
JARDIM BOTANICO,1980000.0,420.0,4.0,4714.285714285715,8.458564790110902
GUARA,620000.0,64.0,3.0,9687.5,9.178694894140637
ASA SUL,1730000.0,100.0,3.0,17300.0,9.758519582283522
AGUAS CLARAS,455000.0,64.0,2.0,7109.375,8.869310264022477
JARDIM BOTANICO,1500000.0,280.0,3.0,5357.142857142857,8.586372712149801
SOBRADINHO,750000.0,350.0,4.0,2142.8571428571427,7.670361888840676
ASA NORTE,1780000.0,137.0,3.0,12992.700729927008,9.472219959770525
AGUAS CLARAS,480000.0,63.0,3.0,7619.047619047619,8.938537897880014
ASA SUL,2000000.0,169.0,4.0,11834.31952662722,9.378843520031221
SUDOESTE,1290000.0,87.0,3.0,14827.586206896553,9.604312097269636
GUARA,639000.0,200.0,4.0,3195.0,8.069655306886165
ARNIQUEIRA,760000.0,400.0,3.0,1900.0,7.550135342488429
VICENTE PIRES,1400000.0,280.0,4.0,5000.0,8.517393171418904
GAMA,1290000.0,255.0,3.0,5058.823529411765,8.52908688606302
AGUAS CLARAS,460000.0,77.0,3.0,5974.025974025974,8.69534372390758
ASA NORTE,1630000.0,137.0,3.0,11897.810218978102,9.384193692502649
LAGO SUL,2600000.0,300.0,4.0,8666.666666666666,9.067354906294602
JARDIM BOTANICO,920000.0,350.0,3.0,2628.5714285714284,7.874576156977409
SUDOESTE,2440000.0,144.0,4.0,16944.444444444445,9.737754312345428
JARDIM BOTANICO,629000.0,60.0,2.0,10483.333333333334,9.257637358418341
SOBRADINHO,495000.0,65.0,2.0,7615.384615384615,8.93805707616569
ASA NORTE,765000.0,90.0,3.0,8500.0,9.04793908261736
ASA SUL,1190000.0,67.0,2.0,17761.194029850747,9.784827546632828
AGUAS CLARAS,615000.0,64.0,3.0,9609.375,9.170598523055244
JARDIM BOTANICO,2950000.0,620.0,4.0,4758.064516129032,8.467806397685877
NOROESTE,1270000.0,71.0,2.0,17887.323943661973,9.791903485342615
SOBRADINHO,759000.0,82.0,3.0,9256.09756097561,9.133145840168595
ASA SUL,1250000.0,100.0,3.0,12500.0,9.433563920090563
TAGUATINGA,650000.0,420.0,1.0,1547.6190476190477,7.345118875773046
JARDIM BOTANICO,1500000.0,321.0,3.0,4672.897196261682,8.449748520047688
JARDIM BOTANICO,650000.0,120.0,1.0,5416.666666666667,8.597420497435067
AGUAS CLARAS,2200000.0,203.0,4.0,10837.43842364532,9.290854207757164
AGUAS CLARAS,680000.0,67.0,2.0,10149.253731343284,9.225253982319385
GUARA,925000.0,78.0,3.0,11858.97435897436,9.380924510574198
AGUAS CLARAS,880000.0,88.0,3.0,10000.0,9.210440366976517
ASA NORTE,774900.0,90.0,3.0,8610.0,9.060795734696166
JARDIM BOTANICO,990000.0,161.0,3.0,6149.068322981367,8.724218470166718
JARDIM BOTANICO,980000.0,200.0,4.0,4900.0,8.497194544909547
JARDIM BOTANICO,1890000.0,546.0,4.0,3461.5384615384614,8.149757258459449
GUARA,930000.0,120.0,4.0,7750.0,8.955577146281511
ASA NORTE,1350000.0,185.0,2.0,7297.2972972972975,8.895396352984607
VICENTE PIRES,2100000.0,440.0,4.0,4772.727272727273,8.47088267764382
PARK SUL,2350000.0,157.0,4.0,14968.152866242039,9.613746887051082
AGUAS CLARAS,1690000.0,188.0,3.0,8989.36170212766,9.103908360485859
JARDIM BOTANICO,1470000.0,350.0,4.0,4200.0,8.343077871169383
ASA SUL,799000.0,60.0,2.0,13316.666666666666,9.496846753574243
ARNIQUEIRA,1990000.0,430.0,4.0,4627.906976744186,8.44007604507307
NOROESTE,1750000.0,92.0,1.0,19021.739130434784,9.853390338897398
AGUAS CLARAS,1500000.0,170.0,4.0,8823.529411764706,9.085290555933772
GUARA,1400000.0,294.0,4.0,4761.9047619047615,8.468613005199892
ARNIQUEIRA,3500000.0,408.0,4.0,8578.43137254902,9.057122916690131
SAMAMBAIA,190000.0,130.0,3.0,1461.5384615384614,7.287928877248049
AGUAS CLARAS,690000.0,90.0,2.0,7666.666666666667,8.944767632519909
AGUAS CLARAS,980000.0,127.0,3.0,7716.535433070866,8.951250347628601
NOROESTE,1800000.0,103.0,3.0,17475.728155339806,9.768625455221851
ASA SUL,1160000.0,66.0,2.0,17575.757575757576,9.7743327159893
JARDIM BOTANICO,790000.0,170.0,3.0,4647.058823529412,8.44420495411634
AGUAS CLARAS,640000.0,70.0,3.0,9142.857142857143,9.120837582305487
RIACHO FUNDO,600000.0,80.0,2.0,7500.0,8.922791623969637
AGUAS CLARAS,599000.0,92.0,3.0,6510.869565217391,8.78138187757044
AGUAS CLARAS,1670000.0,168.0,4.0,9940.47619047619,9.204470798732354
SOBRADINHO,1890000.0,250.0,4.0,7560.0,8.93075873555827
AGUAS CLARAS,1349000.0,370.0,3.0,3645.945945945946,8.201645369186899
GUARA,525000.0,64.0,2.0,8203.125,9.012392355546211
JARDIM BOTANICO,1750000.0,400.0,4.0,4375.0,8.383890344101816
SOBRADINHO,1200000.0,300.0,4.0,4000.0,8.294299608857235
PARK SUL,1869999.0,104.0,3.0,17980.759615384617,9.797113168386442
JARDIM BOTANICO,1650000.0,600.0,4.0,2750.0,7.919719760924575
GUARA,698000.0,170.0,3.0,4105.882352941177,8.320419468048625
VICENTE PIRES,1450000.0,390.0,4.0,3717.948717948718,8.221196304625566
TAGUATINGA,380000.0,62.0,2.0,6129.032258064516,8.720955291243412
AGUAS CLARAS,735000.0,79.0,2.0,9303.79746835443,9.138285402945266
AGUAS CLARAS,1420000.0,150.0,4.0,9466.666666666666,9.155637763705148
PARK WAY,2690000.0,420.0,4.0,6404.761904761905,8.764953161941987
ASA NORTE,1300000.0,90.0,2.0,14444.444444444445,9.578134380474392
ASA SUL,850000.0,113.0,1.0,7522.123893805309,8.925736742094735
GUARA,1990000.0,360.0,4.0,5527.777777777777,8.617722053411882
AGUAS CLARAS,545000.0,72.0,3.0,7569.444444444444,8.9320070559953
SOBRADINHO,335000.0,162.0,3.0,2067.901234567901,7.634772940776235
SOBRADINHO,1490000.0,290.0,3.0,5137.931034482759,8.544600366875475
ASA NORTE,1550000.0,137.0,3.0,11313.868613138686,9.33387294625817
ARNIQUEIRA,1100000.0,191.0,3.0,5759.162303664922,8.658720931012557
SOBRADINHO,1095000.0,180.0,3.0,6083.333333333333,8.713472440394675
TAGUATINGA,690000.0,290.0,4.0,2379.310344827586,7.774986155150953
NOROESTE,2679599.0,178.0,2.0,15053.926966292134,9.619460589777674
AGUAS CLARAS,1105000.0,96.0,3.0,11510.416666666666,9.351094575520548
JARDIM BOTANICO,2990000.0,600.0,4.0,4983.333333333333,8.514054938915734
AGUAS CLARAS,290000.0,74.0,3.0,3918.9189189189187,8.273826248621337
TAGUATINGA,520000.0,63.0,2.0,8253.968253968254,9.018570510673698
AGUAS CLARAS,1320000.0,141.0,4.0,9361.702127659575,9.144489216661547
SOBRADINHO,1490000.0,270.0,3.0,5518.518518518518,8.616045910560763
AGUAS CLARAS,690000.0,84.0,3.0,8214.285714285714,9.013751809450957
